1	1.221730456	0.698131689
2	0.937452977	0.267115656
3	0.986864993	0.373828575
4	0.35089844	0.269761575
5	0.458005804	0.317231039
6	0.493394099	0.506164673
7	0.156357064	0.430459273
8	0.142277493	0.166373508
9	0.557630941	0.30771725
10	0.760045498	0.068174305
11	0.417521147	0.133179092
12	0.375334795	0.420465518
13	0.298744512	0.349683691
14	0.909632429	0.007134906
15	0.655978498	0.294042595
16	0.252554374	0.238007055
17	1.024244709	0.473830704
18	0.6707 	0.147738628
19	0.240696608	0.0341 
20	0.713492331	0.249543682
21	0.697248552	0.515071088
22	0.141076706	0.482941322
23	0.023554963	0.293841883
24	0.2746 	0.342026932
25	0.122014221	0.404574295
26	0.072589988	0.055593972
27	0.893186192	0.000561996
28	0.188841131	0.283666613
29	0.033948399	0.003590142
30	0.768566195	0.227835451
31	0.5618 	0.10244908
32	0.289057935	0.412147279
33	0.385848658	0.323878998
34	0.013494886	0.008126253
35	0.931175028	0.466449707
36	0.906894008	0.398826926
37	0.266246482	0.47492328
38	0.596358051	0.397186316
39	0.166781915	0.199349758
40	0.622417562	0.173368788
41	0.3467 	0.263935666
42	0.689698258	0.295608156
43	0.904396442	0.401703228
44	0.594413755	0.4083 
45	1.026757983	0.253472418
46	0.829204168	0.420037912
47	0.159795362	0.246622
48	0.872343471	0.106164886
49	0.200918809	0.303484826
50	0.669145261	0.3490 
51	0.7006 	0.3544 
52	0.808528998	0.493497074
53	0.397744822	0.40324959
54	0.462426723	0.386103476
55	0.50585924	0.453574413
56	0.636806056	0.518858452
57	0.18430153	0.263855381
58	0.002120575	0.329389003
59	0.827519925	0.415009618
60	0.53784938	0.234912587
61	0.22329393	0.274552504
62	0.1083 	0.089783226
63	0.164762569	0.0684 
64	0.426748703	0.114552938
65	0.427001776	0.055229198
66	0.055180329	0.074050828
67	0.986266345	0.2393 
68	0.157049959	0.4127 
69	0.402514807	0.147164415
70	0.325739519	0.117698021
71	0.176489436	0.475884956
72	0.938967923	0.003837979
73	0.337956824	0.308263538
74	0.768639499	0.283851618
75	0.430298702	0.342184011
76	0.418662593	0.1641 
77	0.529381042	0.121035091
78	0.177297524	0.217850248
79	0.54951167	0.156451311
80	0.671466549	0.352087009
81	0.016961109	0.491270033
82	0.876349001	0.179671171
83	0.841383075	0.294766907
84	0.730718731	0.062250657
85	0.483688323	0.088498664
86	0.086512479	0.146029951
87	0.8595 	0.291546775
88	0.202130068	0.254254325
89	0.466374657	0.498582963
90	0.013569935	0.121433026
91	0.323313512	0.250625786
92	0.916666106	0.275686968
93	0.874682212	0.415067214
94	0.348816262	0.101058053
95	0.922272104	0.4763 
96	0.502326694	0.482861037
97	0.5873 	0.0069 
98	0.644977687	0.401888233
99	0.693138302	0.496027801
100	0.6457 	0.425846368
101	0.717476918	0.483716249
